step,energy,beta,lambda,delta
0,4192.91,0.00222114,1,3.14
1,1470.28,0.00194502,0.76754,3.14
2,978.372,0.0031853,0.663336,3.14
3,1102.14,0.00282569,0.617443,3.14
4,2940.2,0.00247915,0.618344,3.14
5,4228.86,0.00173737,0.639325,3.14
6,2189.68,0.00256683,0.689233,3.14
7,2715.36,0.0017642,0.773979,3.14
8,1587.81,0.00173544,0.882879,3.14
9,1878.69,0.00143027,1.01016,3.14
10,304.027,0.00213691,1.18386,3.14
11,1432.97,0.00122103,1.4143,3.14
12,4565.1,0.00282634,1.70923,3.14
13,3337.63,0.00328801,2.04183,3.14
14,736.939,0.00157998,2.43186,3.14
15,1726.94,0.0033289,2.91216,3.14
16,77.5417,0.00182485,3.5223,3.14
17,898.189,0.00177897,4.24927,3.14
18,95.1235,0.00430925,5.146,3.14
19,51.7412,0.00145149,6.25585,3.14
20,39.5422,0.00213965,7.63695,3.14
21,471.39,0.00293338,9.32431,3.14
22,23.3208,0.00245184,11.4009,3.14
23,8.83911,0.00358064,13.9766,3.14
24,35.426,0.0027476,17.1836,3.14
25,82.4653,0.00386453,21.1413,3.14
26,26.3638,0.00691135,26.016,3.14
27,7.72949,0.00495743,32.0663,3.14
28,29.7847,0.0244507,39.5483,3.14
29,30.8286,0.00481539,48.8345,3.14
30,3.50537,0.00952935,60.4508,3.14
31,0.965576,0.0120804,74.9037,3.14
32,25.137,0.010927,92.8991,3.14
33,5.15063,0.0125146,115.317,3.14
34,1.61523,0.0200493,143.307,3.14
35,15.7532,0.020875,178.314,3.14
36,2.29395,0.0179433,222.057,3.14
37,0.153809,0.0276128,276.701,3.14
38,1.22363,0.0908394,345.049,3.14
39,1.33813,0.0434752,430.629,3.14
40,0.0310059,0.1148,537.827,3.14
41,1.95288,0.217795,672.355,3.14
42,2.28247,0.194567,841.144,3.14
43,0.745117,0.154083,1052.73,3.14
44,0.0727539,0.288251,1318.48,3.14
45,0.141357,0.297103,1652.31,3.14
46,0.199463,0.328696,2072.05,3.14
47,0.515381,0.420665,2600.01,3.14
48,0.26001,0.51398,3264.56,3.14
49,0.506836,0.806339,4101.4,3.14
50,0.121582,1.38719,5155.32,3.14
51,0.067627,2.1033,6483.44,3.14
52,0.0720215,2.17368,8157.75,3.14
53,0.0148926,14.4886,10269.6,3.14
54,0.0317383,20.1999,12934.8,3.14
55,0.0288086,113.762,16299.5,3.14
56,0.0214844,29.108,20549.1,3.14
57,0.00561523,26.7159,25918.4,3.14
