step,energy,beta,lambda,delta
0,11391.7,0.00347424,1,3.14
1,4095.94,0.00139963,0.98311,3.14
2,8737.41,0.00175737,0.986034,3.14
3,10652.1,0.00186503,0.994057,3.14
4,2679.36,0.00150678,1.00396,3.14
5,8771.7,0.00643987,1.01607,3.14
6,4646.45,0.00287496,1.0284,3.14
7,6641.09,0.00188194,1.04118,3.14
8,6357.12,0.00491434,1.05534,3.14
9,9768.08,0.00307865,1.0701,3.14
10,6492.7,0.00149906,1.08635,3.14
11,8661.57,0.00307993,1.10228,3.14
12,7110.62,0.00161632,1.11861,3.14
13,3201.35,0.00263206,1.13537,3.14
14,10731.7,0.001904,1.1523,3.14
15,5903.24,0.00119392,1.16975,3.14
16,8697.29,0.00467808,1.18761,3.14
17,10768.6,0.00239729,1.20607,3.14
18,8837.73,0.00309613,1.22447,3.14
19,10022.9,0.00342204,1.24339,3.14
20,9222.63,0.00296144,1.2626,3.14
21,12734.9,0.00377275,1.28203,3.14
22,6005.63,0.0028522,1.30209,3.14
23,7922.12,0.00284842,1.32279,3.14
24,6346.16,0.00243495,1.34394,3.14
25,4173.83,0.0012955,1.36548,3.14
26,9870.71,0.00244362,1.38712,3.14
27,9028.45,0.00415624,1.40966,3.14
28,8057.5,0.00208867,1.43235,3.14
29,6747.15,0.00266593,1.45552,3.14
30,9441.77,0.00314033,1.47885,3.14
31,7835.62,0.00400777,1.50283,3.14
32,8890.6,0.00267008,1.52731,3.14
33,5708.22,0.0024217,1.55195,3.14
34,6784.34,0.00209841,1.57711,3.14
35,6368.1,0.00160736,1.60255,3.14
36,7756.68,0.0019678,1.62868,3.14
37,4709.38,0.00167583,1.65503,3.14
38,5248.58,0.00174785,1.68209,3.14
39,3799.72,0.00123956,1.70965,3.14
40,5896.36,0.00187351,1.73755,3.14
41,8021.18,0.00183784,1.76605,3.14
42,6700.16,0.00351704,1.79508,3.14
43,8205.33,0.0022922,1.82451,3.14
44,10229.5,0.00314485,1.85449,3.14
45,6942.19,0.00249889,1.88512,3.14
46,6771.65,0.00160875,1.91595,3.14
47,5684.16,0.00208882,1.94751,3.14
48,7453.61,0.00315931,1.97936,3.14
49,6923.18,0.00202476,2.01183,3.14
50,9834.01,0.00555487,2.04498,3.14
51,9788.97,0.00422245,2.07871,3.14
52,4327.87,0.00211978,2.11301,3.14
53,7656.93,0.00198062,2.14768,3.14
54,8149.84,0.00252991,2.18304,3.14
55,7523.47,0.00159257,2.21921,3.14
56,7406.69,0.00185801,2.2558,3.14
57,7903.73,0.00166232,2.2932,3.14
58,10067,0.00292934,2.33103,3.14
