step,energy,beta,lambda,delta
0,6533.08,0.00195186,1,3.14
1,5991.75,0.00145459,0.98311,3.14
2,7855.36,0.00696589,0.986189,3.14
3,9427.9,0.00206796,0.996213,3.14
4,10295.2,0.00208619,1.00501,3.14
5,7872.81,0.00178922,1.01634,3.14
6,8663.5,0.0035497,1.02804,3.14
7,8586.47,0.00235168,1.04126,3.14
8,8780.11,0.00215226,1.05484,3.14
9,7582.54,0.00294111,1.06944,3.14
10,8907.39,0.00268344,1.08416,3.14
11,5847.05,0.00161814,1.10008,3.14
12,10684.3,0.00322531,1.11573,3.14
13,5966.24,0.00150132,1.13224,3.14
14,9148.86,0.00427468,1.1492,3.14
15,7972.29,0.00204338,1.1663,3.14
16,4675.85,0.00139849,1.18432,3.14
17,10312.2,0.0026531,1.20273,3.14
18,7264.04,0.00295537,1.22098,3.14
19,6846.58,0.00178066,1.24011,3.14
20,10875.9,0.00218035,1.25926,3.14
21,12120.3,0.00396948,1.27916,3.14
22,10416,0.00656427,1.2995,3.14
23,8614.03,0.00204441,1.31987,3.14
24,10943,0.00258418,1.34086,3.14
25,5372.09,0.00172705,1.36223,3.14
26,10872.4,0.00218635,1.38385,3.14
27,12208.1,0.00509775,1.40622,3.14
28,7893.52,0.00164255,1.42874,3.14
29,13464,0.00274216,1.45165,3.14
30,9457.16,0.00176402,1.47503,3.14
31,5208.24,0.0020111,1.49908,3.14
32,8533.76,0.00185525,1.52333,3.14
33,5409.79,0.001512,1.54804,3.14
34,12582.8,0.00403479,1.57329,3.14
35,5592.83,0.00254703,1.59879,3.14
36,3630.51,0.00141207,1.62499,3.14
37,9008.37,0.00216609,1.6516,3.14
38,8169.84,0.003147,1.67862,3.14
39,6468.19,0.00199571,1.70614,3.14
40,11539.5,0.00250709,1.73394,3.14
41,7432.8,0.00282744,1.76217,3.14
42,11246.3,0.00275605,1.79099,3.14
43,5375.94,0.00138372,1.82065,3.14
44,4461.19,0.00183574,1.85052,3.14
45,5852.7,0.00198726,1.88111,3.14
46,8218.67,0.00198929,1.91224,3.14
47,5081.1,0.00214998,1.94361,3.14
48,7689.64,0.00214521,1.97557,3.14
49,10756.6,0.00176506,2.00838,3.14
50,3372.43,0.0012191,2.04149,3.14
