step,energy,beta,lambda,delta
0,1749.06,0.00492006,1,3.14
1,3054.98,0.00238344,0.76754,3.14
2,3302.9,0.00249177,0.768243,3.14
3,2074.03,0.00252704,0.753716,3.14
4,2942.04,0.00162521,0.752655,3.14
5,4428.49,0.00379508,0.767684,3.14
6,2338.28,0.00262888,0.809664,3.14
7,3454.13,0.00168087,0.894277,3.14
8,4296.09,0.00254353,1.01987,3.14
9,1809.06,0.0017768,1.16064,3.14
10,5531.89,0.00256517,1.3497,3.14
11,2523.2,0.00186042,1.58346,3.14
12,5764.78,0.00269958,1.89191,3.14
13,5792.83,0.00254304,2.27123,3.14
14,4699.75,0.00228305,2.7598,3.14
15,4904.33,0.00198904,3.3872,3.14
16,3297.47,0.00184849,4.12771,3.14
17,4592.08,0.00173164,5.06637,3.14
18,3005.5,0.00196364,6.22355,3.14
19,1125.33,0.00218221,7.61487,3.14
20,1083.89,0.0024678,9.34169,3.14
21,1268.2,0.00338481,11.5144,3.14
22,1083.24,0.00356301,14.1904,3.14
23,2432.8,0.00433675,17.6958,3.14
24,1079.22,0.00309115,21.9276,3.14
25,956.034,0.00500892,27.2042,3.14
26,944.48,0.00682409,33.7847,3.14
27,919.271,0.00637742,41.9704,3.14
28,944.9,0.00744561,52.1578,3.14
29,932.136,0.0121784,64.9354,3.14
30,928.032,0.011761,80.9221,3.14
31,955.551,0.0132707,100.952,3.14
32,930.719,0.02157,126.078,3.14
33,919.442,0.0202678,157.546,3.14
34,927.592,0.0243501,197.03,3.14
35,918.809,0.0350586,246.582,3.14
36,923.876,0.0465729,308.878,3.14
37,921.713,0.110992,387.127,3.14
38,919.208,0.0551494,485.537,3.14
39,921.692,0.0675362,609.359,3.14
40,920.732,0.1178,765.511,3.14
41,919.566,0.22722,961.98,3.14
42,919,0.212167,1209.81,3.14
43,918.736,0.551111,1522.42,3.14
44,919.324,0.368314,1916.7,3.14
45,918.617,1.35123,2414.58,3.14
46,918.58,0.709668,3043.47,3.14
47,918.808,0.638345,3838.35,3.14
48,918.614,1.18568,4843.12,3.14
49,918.57,1.16099,6113.78,3.14
50,918.548,1.45115,7721.68,3.14
51,918.558,15.5979,9757.04,3.14
52,918.545,9.10479,12334.4,3.14
53,918.532,28.5182,15599.2,3.14
54,918.532,66.3843,19736.8,3.14
55,918.531,111.981,24982.2,3.14
56,918.534,51.7815,31634.2,3.14
57,918.532,193.017,40073.5,3.14
58,918.53,278.823,50784.2,3.14
59,918.53,530.722,64382.1,3.14
60,918.529,310.934,81651.5,3.14
61,918.529,884.115,103591,3.14
62,918.529,707.592,131471,3.14
63,918.529,920.108,166913,3.14
64,918.529,3076.28,211981,3.14
65,918.529,1162.82,269307,3.14
66,918.529,1560.11,342248,3.14
67,918.529,601.048,435082,3.14
68,918.529,545.842,553269,3.14
69,918.529,636.621,703776,3.14
70,918.529,420.4,895492,3.14
71,918.529,425.375,1.13977e+06,3.14
72,918.529,883.529,1.4511e+06,3.14
73,918.53,363.224,1.84798e+06,3.14
74,918.529,540.943,2.35407e+06,3.14
75,918.529,1414.17,2.99957e+06,3.14
76,918.529,2083.92,3.82307e+06,3.14
77,918.529,1059.1,4.87394e+06,3.14
78,918.529,1260.76,6.21526e+06,3.14
79,918.529,1353.3,7.92771e+06,3.14
80,918.529,659.756,1.01145e+07,3.14
81,918.529,535.406,1.29075e+07,3.14
82,918.529,1141.61,1.64759e+07,3.14
83,918.529,986.78,2.10356e+07,3.14
84,918.529,1951.72,2.68634e+07,3.14
85,918.529,1740.46,3.43136e+07,3.14
86,918.529,3076.28,4.38397e+07,3.14
87,918.529,3366.99,5.60228e+07,3.14
88,918.529,4946.07,7.16071e+07,3.14
89,918.529,4362.39,9.15459e+07,3.14
90,918.529,4946.07,1.17061e+08,3.14
91,918.529,6372.02,1.49719e+08,3.14
92,918.529,6372.02,1.91526e+08,3.14
93,918.529,6372.02,2.45055e+08,3.14
94,918.529,15941.2,3.13608e+08,3.14
95,918.529,15941.2,4.01415e+08,3.14
96,918.529,15941.2,5.13905e+08,3.14
97,918.529,9499.67,6.58041e+08,3.14
98,918.529,15941.2,8.4276e+08,3.14
99,918.529,15941.2,1.07953e+09,3.14
100,918.529,15941.2,1.38306e+09,3.14
101,918.529,15941.2,1.77225e+09,3.14
102,918.529,15941.2,2.27136e+09,3.14
103,918.529,15941.2,2.91152e+09,3.14
104,918.529,15941.2,3.73274e+09,3.14
105,918.529,15941.2,4.78639e+09,3.14
106,918.529,15941.2,6.13847e+09,3.14
107,918.529,15941.2,7.87376e+09,3.14
108,918.529,15941.2,1.01012e+10,3.14
109,918.529,15941.2,1.29609e+10,3.14
110,918.529,15941.2,1.66327e+10,3.14
111,918.529,15941.2,2.1348e+10,3.14
112,918.529,15941.2,2.74042e+10,3.14
113,918.529,15941.2,3.51838e+10,3.14
114,918.529,15941.2,4.51786e+10,3.14
115,918.529,15941.2,5.80211e+10,3.14
116,918.529,15941.2,7.45249e+10,3.14
117,918.529,15941.2,9.57367e+10,3.14
118,918.529,15941.2,1.23003e+11,3.14
119,918.529,15941.2,1.58057e+11,3.14
120,918.529,15941.2,2.03129e+11,3.14
