step,energy,beta,lambda,delta
0,5797.67,0.00211966,1,3.14
1,5380.08,0.00241777,0.98311,3.14
2,5908.45,0.00173036,0.98469,3.14
3,12084.1,0.00259453,0.992141,3.14
4,6294.98,0.0023788,1.00201,3.14
5,10956.6,0.00204074,1.01325,3.14
6,4024.28,0.00155963,1.02632,3.14
7,6372.27,0.00208862,1.03925,3.14
8,4925.04,0.0012322,1.05355,3.14
9,11745.4,0.0029859,1.06799,3.14
10,8101.3,0.00255566,1.08304,3.14
11,9803.54,0.00213338,1.099,3.14
12,8916.79,0.00357593,1.1151,3.14
13,6198.56,0.00232355,1.13142,3.14
14,7427.42,0.00164628,1.14854,3.14
15,10147.7,0.00170119,1.16595,3.14
16,5312.43,0.00304644,1.18358,3.14
17,8500.11,0.00349278,1.20173,3.14
18,6826.21,0.00193618,1.22062,3.14
19,8230.2,0.00161114,1.23959,3.14
20,5684.01,0.00287068,1.25902,3.14
21,7431.04,0.00352864,1.27885,3.14
22,9560.15,0.00208212,1.2989,3.14
23,7646.27,0.00236372,1.31942,3.14
24,6031.18,0.00155751,1.34051,3.14
25,8807.5,0.00194584,1.3619,3.14
26,12224.9,0.0023178,1.38389,3.14
27,7559.62,0.00273629,1.40573,3.14
28,10029.2,0.00333065,1.42811,3.14
29,5294.85,0.00176205,1.45075,3.14
30,3655.77,0.00153871,1.47415,3.14
31,7831.48,0.00227391,1.49794,3.14
32,5113.74,0.00183748,1.52227,3.14
33,12243.4,0.00211102,1.54681,3.14
34,6629.47,0.00272772,1.5722,3.14
35,5622.9,0.00191311,1.5977,3.14
36,4712.09,0.0024122,1.62373,3.14
37,7872.32,0.00167652,1.65018,3.14
38,8915.11,0.00214383,1.67709,3.14
39,7985.85,0.0025534,1.70453,3.14
40,12355.2,0.00292557,1.73243,3.14
41,3674.3,0.00147325,1.7605,3.14
42,7129.56,0.00245697,1.78929,3.14
43,11748.3,0.00267695,1.81871,3.14
44,6113.24,0.00193024,1.84852,3.14
45,6459.27,0.00227239,1.87881,3.14
46,11591.2,0.00311167,1.90966,3.14
47,7791.88,0.00221466,1.94142,3.14
48,5920.52,0.00271045,1.97354,3.14
49,9099.7,0.00187699,2.00641,3.14
50,11454,0.00212923,2.03975,3.14
51,11203.9,0.00363165,2.07345,3.14
52,8386.55,0.00429034,2.10807,3.14
53,9335.71,0.00232401,2.14294,3.14
54,5975.65,0.00314414,2.17836,3.14
55,7404.22,0.00233639,2.21453,3.14
56,8522.07,0.00265336,2.25112,3.14
57,10460.7,0.00270121,2.28815,3.14
58,10715.6,0.00701583,2.326,3.14
59,11954.2,0.00300843,2.36455,3.14
60,8635.55,0.00296025,2.40378,3.14
61,8245.67,0.00239649,2.44375,3.14
62,11260.7,0.00254678,2.48438,3.14
63,12472.5,0.00314633,2.52561,3.14
64,14039.1,0.00383369,2.5677,3.14
65,7466.87,0.00206685,2.61061,3.14
66,8362.25,0.00227601,2.65403,3.14
67,5470.44,0.00157658,2.69822,3.14
68,11853.1,0.0046568,2.743,3.14
69,7575.4,0.00225665,2.7889,3.14
70,8609.82,0.00324105,2.83536,3.14
71,4554.97,0.00149415,2.88262,3.14
72,8174.69,0.00270897,2.93069,3.14
73,12979.6,0.00260176,2.97954,3.14
74,9959.65,0.00251539,3.02928,3.14
75,9167.28,0.00336211,3.07985,3.14
76,6807.17,0.00121437,3.13129,3.14
77,6621.77,0.00222813,3.18349,3.14
78,5810.32,0.00173567,3.23673,3.14
79,7952.42,0.00174441,3.29073,3.14
80,7273.37,0.00212756,3.34571,3.14
81,12214,0.00261665,3.40172,3.14
82,7698.31,0.00160748,3.45879,3.14
83,5475.84,0.00146024,3.51658,3.14
84,13666.9,0.0038815,3.5751,3.14
85,10429.9,0.00274955,3.63464,3.14
86,6470.24,0.0021036,3.69525,3.14
87,6571.19,0.00204246,3.75713,3.14
88,7563.44,0.00248674,3.81978,3.14
89,7136.86,0.00160275,3.88363,3.14
90,7880.35,0.00163651,3.94859,3.14
91,11975.1,0.00252594,4.01471,3.14
92,8110.29,0.00337057,4.08202,3.14
93,8450.63,0.00180875,4.15048,3.14
94,10357.7,0.00305633,4.22,3.14
95,8695.29,0.00219947,4.29063,3.14
96,10746.9,0.00348758,4.36239,3.14
97,6960.21,0.0033441,4.43553,3.14
98,8147.51,0.00142433,4.5099,3.14
99,13130.4,0.00308062,4.58545,3.14
100,7962.83,0.00330261,4.66229,3.14
101,7080.92,0.00202106,4.74044,3.14
102,11803.4,0.00303743,4.81992,3.14
103,6847.89,0.0019901,4.90079,3.14
104,9324.16,0.0018285,4.98304,3.14
105,12110.4,0.00207356,5.06661,3.14
106,10270.5,0.00247864,5.15164,3.14
107,8105.26,0.00219377,5.23801,3.14
108,9529.71,0.0021023,5.32585,3.14
109,9427.88,0.00337164,5.4152,3.14
110,10220.2,0.00192417,5.50599,3.14
111,13764.8,0.00264359,5.59829,3.14
112,8902.29,0.00204823,5.69219,3.14
113,11768.1,0.00220473,5.7877,3.14
114,9520.25,0.00147246,5.88494,3.14
115,10299.7,0.00209342,5.98375,3.14
116,9901.89,0.00232036,6.08412,3.14
117,8201.24,0.00479857,6.18616,3.14
118,11622.1,0.0020435,6.28986,3.14
119,9690.57,0.00155949,6.39547,3.14
120,9499.88,0.00260276,6.5029,3.14
121,9864.86,0.00149722,6.61217,3.14
122,12311.3,0.00221753,6.72331,3.14
123,5296.43,0.00207312,6.83636,3.14
124,11564.3,0.00349703,6.95128,3.14
125,10696.2,0.00208205,7.06801,3.14
126,10263.2,0.00188011,7.1867,3.14
127,8789.42,0.0015816,7.30767,3.14
128,10109.1,0.00175946,7.43051,3.14
129,12138.9,0.00180732,7.55565,3.14
130,9571.26,0.00161813,7.68315,3.14
131,11222.3,0.00239032,7.81268,3.14
132,5562.56,0.00143341,7.94434,3.14
