step,energy,beta,lambda,delta
0,7348.28,0.00174129,1,3.14
1,7489.49,0.00176132,0.98311,3.14
2,8462.04,0.00183913,0.985407,3.14
3,9101.96,0.00190716,0.993379,3.14
4,6060.04,0.00129826,1.00342,3.14
5,7363.49,0.00293709,1.0152,3.14
6,3976.76,0.00164042,1.02665,3.14
7,8994.16,0.00234307,1.03989,3.14
8,10526.3,0.00595386,1.0534,3.14
9,8827.89,0.00211476,1.06702,3.14
10,10981.9,0.00246869,1.08245,3.14
11,8979.41,0.0039908,1.09828,3.14
12,6816.88,0.00241086,1.11454,3.14
13,11704.2,0.00221821,1.13082,3.14
14,8200.08,0.00182171,1.14774,3.14
15,7891.52,0.00345581,1.16478,3.14
16,7764.42,0.00211686,1.18211,3.14
17,7106.42,0.00233229,1.20009,3.14
18,6374.14,0.00255524,1.21874,3.14
19,11511.8,0.00219383,1.23781,3.14
20,8674.93,0.00159285,1.25739,3.14
21,12816.6,0.00271747,1.27722,3.14
22,6871.47,0.00246929,1.29746,3.14
23,9144.76,0.00352428,1.31818,3.14
24,3274.15,0.0014832,1.33897,3.14
25,10436.8,0.0025672,1.36024,3.14
26,8198.09,0.00267115,1.38171,3.14
27,6846.87,0.00212408,1.40443,3.14
28,6114.07,0.00275468,1.42694,3.14
29,12297.9,0.00318668,1.44997,3.14
30,10704.1,0.00238898,1.47312,3.14
31,5081.69,0.00220155,1.4967,3.14
32,5264.03,0.0019451,1.52074,3.14
33,9325.39,0.0030069,1.54528,3.14
34,5563.52,0.00236535,1.57026,3.14
35,6818.71,0.0019774,1.59589,3.14
36,5352.19,0.00203682,1.62172,3.14
37,5253.73,0.00127503,1.64817,3.14
38,4876.01,0.00239751,1.67502,3.14
39,7405.57,0.00284728,1.70216,3.14
40,7760.94,0.00274318,1.72966,3.14
41,8477.95,0.00188079,1.75782,3.14
42,5962.77,0.00175554,1.78669,3.14
43,5429.88,0.00155619,1.81586,3.14
44,10138.5,0.00250512,1.84552,3.14
45,4983.54,0.00155842,1.87581,3.14
46,5258.35,0.00210472,1.90639,3.14
47,4825.15,0.00163241,1.93767,3.14
48,6143.53,0.00199529,1.96951,3.14
49,5417.89,0.00188994,2.00229,3.14
50,6493.11,0.00455624,2.03553,3.14
51,8187.97,0.0019354,2.06942,3.14
52,14403.8,0.00173487,2.10359,3.14
53,12064.1,0.00369466,2.13815,3.14
54,7777.55,0.00242475,2.1735,3.14
55,7004.69,0.00209396,2.20932,3.14
56,6842.49,0.00226228,2.24587,3.14
57,6758.42,0.00156896,2.28312,3.14
58,6879.5,0.00197635,2.32091,3.14
59,7189.3,0.00183371,2.35941,3.14
60,5976.44,0.00233422,2.3986,3.14
61,8975.87,0.0016149,2.43838,3.14
62,13153.1,0.00502433,2.47895,3.14
63,5108.81,0.00176909,2.52018,3.14
64,10157.1,0.00303948,2.56219,3.14
65,10999.5,0.00233378,2.6049,3.14
66,6848.4,0.00236949,2.64837,3.14
67,9722.4,0.00317231,2.6925,3.14
68,8703.07,0.00211935,2.73725,3.14
69,8287.13,0.00434059,2.78292,3.14
70,6866.39,0.00173822,2.8292,3.14
71,9817.55,0.00573103,2.87615,3.14
72,8368.4,0.00203348,2.92422,3.14
73,5715.36,0.002213,2.9731,3.14
74,11661.9,0.00162406,3.02258,3.14
75,10143.8,0.00347348,3.07305,3.14
76,11483.8,0.002315,3.12447,3.14
77,9579.61,0.00394302,3.17662,3.14
78,6748.37,0.00238748,3.22952,3.14
79,8031.9,0.00163251,3.28338,3.14
80,7742.25,0.00187618,3.33809,3.14
81,9167.93,0.00213273,3.39388,3.14
82,14432.1,0.00251908,3.45058,3.14
83,10707.1,0.00248252,3.50827,3.14
84,6325.54,0.00193616,3.56707,3.14
85,11107.3,0.00175385,3.62692,3.14
86,7705.54,0.00207008,3.68778,3.14
87,11607.2,0.00416305,3.74967,3.14
88,9034.87,0.00230018,3.81251,3.14
89,8662.41,0.00143577,3.87628,3.14
90,8525.35,0.00246431,3.94133,3.14
91,10440.7,0.00272444,4.00738,3.14
92,9358.77,0.00168967,4.07437,3.14
93,10565.1,0.002543,4.1426,3.14
94,7522.51,0.00213116,4.21196,3.14
95,11335,0.00290191,4.28261,3.14
96,9670.67,0.00223625,4.35452,3.14
97,10026.4,0.00150738,4.42761,3.14
98,10327,0.0022981,4.50185,3.14
99,8457.81,0.0025834,4.57774,3.14
100,6390.3,0.00151453,4.65488,3.14
101,8566.38,0.00392498,4.73326,3.14
102,8758.7,0.00272766,4.81286,3.14
103,8423.68,0.00210354,4.89373,3.14
104,8417.4,0.00209148,4.97584,3.14
105,8483.84,0.00205046,5.0594,3.14
106,12417.2,0.00489365,5.14441,3.14
107,9067.3,0.00190782,5.23069,3.14
108,8814.27,0.00153852,5.31849,3.14
109,8253.81,0.00186217,5.40753,3.14
110,8836.32,0.00237801,5.4982,3.14
111,5985.7,0.0019914,5.5903,3.14
112,15951.3,0.00503898,5.68425,3.14
113,10674.1,0.00243488,5.77983,3.14
114,11992.5,0.00282527,5.87696,3.14
115,8317.44,0.00227406,5.97568,3.14
116,10019.4,0.00128622,6.07619,3.14
117,7380.82,0.00195911,6.17843,3.14
