step,energy,beta,lambda,delta
0,1155.79,0.00118002,1,3.14
1,1029.2,0.00227607,0.76754,3.14
2,3436.72,0.00239809,0.716631,3.14
3,708.135,0.00227276,0.844495,3.14
4,1932.42,0.00226113,0.998119,3.14
5,1728.1,0.00332972,1.27721,3.14
6,3455.95,0.00214267,1.50327,3.14
7,2062.52,0.00194962,1.82801,3.14
8,2854.1,0.00204205,2.22709,3.14
9,1798.92,0.00281278,2.73629,3.14
10,65.4746,0.00188477,3.47116,3.14
11,42.4834,0.00190925,4.4098,3.14
12,564.927,0.00433937,5.67281,3.14
13,193.582,0.00465481,7.28068,3.14
14,154.558,0.00220379,9.31304,3.14
15,34.7727,0.00586065,11.891,3.14
16,61.2219,0.00235382,15.246,3.14
17,60.1736,0.00346841,19.5098,3.14
18,17.437,0.00467671,25.0281,3.14
19,20.8232,0.00509227,32.1717,3.14
20,7.55078,0.00705652,41.2851,3.14
21,43.1992,0.00552077,52.9345,3.14
22,4.88208,0.0162709,67.9507,3.14
23,21.5618,0.0136681,87.3428,3.14
24,5.60718,0.0191666,112.224,3.14
25,8.23975,0.0422317,144.256,3.14
26,2.44165,0.0338593,185.616,3.14
27,0.442139,0.0375536,238.788,3.14
28,0.687988,0.0658003,307.319,3.14
29,0.313965,0.054027,395.706,3.14
30,1.01855,0.0848603,509.786,3.14
31,0.390381,0.0971802,656.647,3.14
32,0.232422,0.296684,846.091,3.14
33,0.130371,0.214435,1090.38,3.14
34,0.0739746,0.339782,1405.63,3.14
35,0.0930176,0.402799,1812.02,3.14
36,0.113037,0.736903,2336.55,3.14
37,0.309814,2.57448,3013.4,3.14
38,0.193848,3.9453,3886.88,3.14
39,0.0869141,1.36272,5014.85,3.14
40,0.045166,4.05378,6471.27,3.14
41,0.0332031,1.95143,8352.83,3.14
42,0.0117188,38.8596,10782.8,3.14
43,0.00610352,8.85721,13921.2,3.14
