step,energy,beta,lambda,delta
0,2502.68,0.00277918,1,3.14
1,4611.58,0.00361367,0.76754,3.14
2,5493.35,0.00419072,0.680817,3.14
3,3859.14,0.00214445,0.60438,3.14
4,4358.93,0.00165255,0.584693,3.14
5,4279.71,0.00185116,0.60389,3.14
6,277.09,0.00203614,0.644923,3.14
7,5281.19,0.00286101,0.716082,3.14
8,3060.88,0.00193173,0.802282,3.14
9,3411.08,0.00288351,0.916931,3.14
10,5143.85,0.00293853,1.06111,3.14
11,4572.45,0.00495812,1.24782,3.14
12,1763.63,0.00223592,1.46987,3.14
13,1102.13,0.0013633,1.74351,3.14
14,1172.47,0.00242314,2.07529,3.14
15,2253.33,0.00279392,2.4889,3.14
16,1531.56,0.00141769,2.98953,3.14
17,1568.78,0.00142748,3.6005,3.14
18,591.9,0.0028834,4.34381,3.14
19,1713.53,0.00331556,5.25231,3.14
20,673.101,0.00244675,6.36715,3.14
21,314.808,0.00146423,7.7362,3.14
22,86.1702,0.00244299,9.41986,3.14
23,8.66309,0.00216665,11.491,3.14
24,26.95,0.00507016,14.0406,3.14
25,10.6719,0.00289145,17.1847,3.14
26,33.3086,0.00356818,21.0637,3.14
27,4.4126,0.00338628,25.8577,3.14
28,36.4871,0.00768306,31.7841,3.14
29,18.8662,0.00607889,39.1225,3.14
30,4.5498,0.0282013,48.215,3.14
31,49.6235,0.00702083,59.4898,3.14
32,21.3057,0.016232,73.4821,3.14
33,10.8843,0.0187357,90.8639,3.14
34,12.1299,0.0216893,112.472,3.14
35,5.4917,0.0219251,139.361,3.14
36,1.10303,0.034567,172.846,3.14
37,1.18384,0.0542744,214.57,3.14
38,0.212402,0.0436023,266.604,3.14
39,0.29834,0.0634205,331.537,3.14
40,1.13892,0.0638051,412.62,3.14
41,3.38647,0.143026,513.948,3.14
42,1.61206,0.100974,640.636,3.14
43,1.21631,0.143677,799.155,3.14
44,0.442627,0.267398,997.613,3.14
45,1.17114,0.241024,1246.21,3.14
46,1.52295,0.34297,1557.81,3.14
47,0.778809,0.768185,1948.61,3.14
48,0.760742,0.798692,2438.99,3.14
49,0.419189,0.460471,3054.66,3.14
50,0.150146,0.735957,3828.05,3.14
51,0.0625,0.977074,4800.04,3.14
52,0.0180664,1.92321,6022.23,3.14
53,0.0568848,1.49763,7559.8,3.14
54,0.0708008,2.36625,9495.01,3.14
55,0.03125,16.5196,11931.9,3.14
56,0.0109863,14.2399,15001.8,3.14
57,0.000732422,33.3974,18871,3.14
