step,energy,beta,lambda,delta
0,1807.07,0.00270454,1,3.14
1,880.356,0.00218883,0.76754,3.14
2,888.085,0.00185687,0.654922,3.14
3,393.367,0.00210967,0.664496,3.14
4,477.26,0.00147625,0.6526,3.14
5,2728,0.00205551,0.745197,3.14
6,1912.25,0.00263468,0.817971,3.14
7,2032.15,0.00217588,0.866378,3.14
8,1364.85,0.00497002,0.951261,3.14
9,2530.57,0.00251564,1.14709,3.14
10,2957.49,0.00195639,1.36385,3.14
11,3437.28,0.00143453,1.70604,3.14
12,2076.99,0.00129363,2.17563,3.14
13,2089.27,0.00238878,2.74172,3.14
14,334.359,0.00139099,3.48029,3.14
15,222.687,0.00237553,4.41745,3.14
16,1242.21,0.00304289,5.56327,3.14
17,178.756,0.00190088,7.09189,3.14
18,90.4377,0.00217402,9.08381,3.14
19,17.4307,0.00320509,11.6268,3.14
20,6.77832,0.00681191,14.8943,3.14
21,22.3521,0.00288529,19.0704,3.14
22,58.802,0.00441767,24.4005,3.14
23,17.5432,0.00732844,31.2435,3.14
24,12.5496,0.00640174,40.0478,3.14
25,17.4502,0.0126032,51.3326,3.14
26,10.9211,0.0168504,65.9005,3.14
27,56.8611,0.026101,84.5323,3.14
28,2.11255,0.0211691,108.547,3.14
29,13.0063,0.0122821,139.469,3.14
30,10.8252,0.0227752,179.208,3.14
31,6.10278,0.0668252,230.279,3.14
32,0.434814,0.0579497,296.113,3.14
33,0.612061,0.0791218,380.931,3.14
34,3.21948,0.0521031,490.352,3.14
35,1.9541,0.109156,631.006,3.14
36,0.59375,1.05145,812.245,3.14
37,0.38916,0.123704,1045.78,3.14
38,0.0634766,0.235052,1346.88,3.14
39,0.325684,0.245602,1734.9,3.14
40,0.228516,0.860281,2235.21,3.14
41,0.237793,1.17802,2880.76,3.14
42,0.202393,1.19631,3713.46,3.14
43,0.0405273,1.47561,4787.45,3.14
44,0.135498,1.20268,6173.52,3.14
45,0.090332,1.58363,7961.99,3.14
46,0.129395,3.4666,10270.6,3.14
47,0.0883789,3.77477,13250.3,3.14
48,0.138184,9.37763,17097.6,3.14
49,0.0361328,10.0006,22064.1,3.14
50,0.0148926,47.0311,28476.8,3.14
51,0.00317383,89.317,36757.8,3.14
