step,energy,beta,lambda,delta
0,1.31587,2.81693,1,0.9
1,0.352089,9.44415,0.7939,0.9
2,0.463507,58.7786,0.743403,0.9
3,0.312563,5.46893,0.760259,0.9
4,0.214628,14.2891,0.889739,0.9
5,0.315353,25.3186,1.05562,0.9
6,0.270164,6.91635,1.17319,0.9
7,0.141989,49.192,1.38409,0.9
8,0.202536,35.8248,1.65967,0.9
9,0.267309,16.169,1.96761,0.9
10,0.131611,163.242,2.35578,0.9
11,0.089756,45.5585,2.84631,0.9
12,0.224998,296.419,3.46044,0.9
13,0.127815,19.9504,4.19554,0.9
14,0.193085,119.91,4.98455,0.9
15,0.0687675,37.0376,6.1616,0.9
16,0.0601597,56.299,7.53087,0.9
17,0.0635033,66.3594,9.24869,0.9
18,0.0808811,125.357,11.3221,0.9
19,0.0645599,42.4522,14.0937,0.9
20,0.0736523,170.852,17.3036,0.9
21,0.0495396,220.048,21.6213,0.9
22,0.0407314,380.909,27.061,0.9
23,0.0345936,143.568,33.7949,0.9
24,0.0383492,470.344,41.8737,0.9
25,0.0188293,98.3768,52.276,0.9
26,0.0105343,73.832,65.2731,0.9
27,0.0185146,158.441,81.5426,0.9
28,0.0124073,182.731,101.974,0.9
29,0.012804,273.521,127.557,0.9
30,0.013586,241.671,159.516,0.9
31,0.0117111,4719.6,199.111,0.9
32,0.00532913,365.802,248.945,0.9
