step,energy,beta,lambda,delta
0,1.53878,3.37153,1,0.9
1,0.21586,54.4704,0.7939,0.9
2,0.0509357,12.793,0.75474,0.9
3,0.0505257,43.1576,0.766079,0.9
4,0.0388508,19.178,0.81272,0.9
5,0.277977,336.023,0.911129,0.9
6,0.198809,4.73912,1.03773,0.9
7,0.246605,15.0629,1.20733,0.9
8,0.105192,44.5184,1.35977,0.9
9,0.21072,10.3112,1.57989,0.9
10,0.122477,31.9619,1.85319,0.9
11,0.19043,125.204,2.22356,0.9
12,0.123753,22.4158,2.61523,0.9
13,0.196255,24.4652,3.05477,0.9
14,0.0848827,17.7678,3.67248,0.9
15,0.234812,138.121,4.37942,0.9
16,0.143946,268.208,5.23884,0.9
17,0.0578766,31.1684,6.35561,0.9
18,0.175337,102.281,7.7445,0.9
19,0.138519,123.143,9.3462,0.9
20,0.0316448,32.6729,11.5958,0.9
21,0.10948,98.2121,14.3337,0.9
22,0.0890865,2390.85,17.7036,0.9
23,0.0545101,89.2905,21.9245,0.9
24,0.0460224,1165.97,27.2759,0.9
25,0.017252,128.051,34.0166,0.9
26,0.0127544,109.342,42.3059,0.9
27,0.00985336,129.057,52.7342,0.9
