step,energy,beta,lambda,delta
0,2.81333,28.0179,1,0.5
1,2.66071,98.5916,0.962709,0.5
2,2.32098,21.7224,0.95489,0.5
3,2.333,79.4766,0.957904,0.5
4,2.17714,23.0324,0.969903,0.5
5,2.00677,16.7461,0.985186,0.5
6,2.22437,102.937,1.00411,0.5
7,2.05396,82.0791,1.02442,0.5
8,2.06099,60.0275,1.04706,0.5
9,1.85726,22.9757,1.07084,0.5
10,1.8611,632.565,1.09808,0.5
11,2.08985,68.2052,1.12672,0.5
12,2.23108,164.347,1.15634,0.5
13,2.04777,33.4861,1.18726,0.5
14,2.0147,563.425,1.21996,0.5
15,1.9619,53.7124,1.25528,0.5
16,1.97733,39.1358,1.29297,0.5
17,1.86332,19.1206,1.3307,0.5
18,1.98345,30.4578,1.36989,0.5
19,2.09632,350.659,1.41116,0.5
20,1.94566,245.921,1.45413,0.5
21,1.87346,28.1895,1.4993,0.5
22,1.76243,29.7306,1.54639,0.5
23,1.67791,78.0425,1.59479,0.5
24,1.67915,63.5628,1.64553,0.5
25,1.46691,15.0127,1.69821,0.5
26,1.65817,41.2802,1.75183,0.5
27,1.66546,106.176,1.80665,0.5
28,1.63143,34.5785,1.86382,0.5
29,1.43999,14.7548,1.92414,0.5
30,1.35529,134.164,1.98676,0.5
31,1.59857,190.013,2.05048,0.5
32,1.45871,21.5651,2.1174,0.5
33,1.37954,39.5239,2.18709,0.5
34,1.45717,74.856,2.25719,0.5
35,1.3816,37.6009,2.33145,0.5
36,1.35145,22.641,2.40731,0.5
37,1.35722,35.1244,2.48626,0.5
38,1.38754,198.07,2.56859,0.5
39,1.42412,64.2654,2.65436,0.5
40,1.24211,24.1671,2.74299,0.5
41,1.11765,20.6761,2.83339,0.5
42,1.14389,28.0433,2.92835,0.5
43,1.26671,39.1983,3.0239,0.5
44,1.19637,40.0351,3.12334,0.5
45,1.07054,23.9481,3.22687,0.5
46,1.13684,159.882,3.3332,0.5
47,1.26082,156.557,3.44323,0.5
48,1.02441,14.5264,3.55974,0.5
49,1.15474,64.1115,3.67845,0.5
50,1.07079,28.9074,3.80408,0.5
51,1.06912,65.141,3.93266,0.5
52,0.944548,19.736,4.0661,0.5
53,0.976671,104.31,4.20175,0.5
54,1.03459,85.8039,4.34143,0.5
55,0.938978,21.7097,4.49088,0.5
56,0.949589,294.502,4.64241,0.5
57,0.873686,27.497,4.79867,0.5
58,0.802431,24.7722,4.96261,0.5
59,0.742493,75.2111,5.13361,0.5
60,0.787197,29.0746,5.3072,0.5
61,0.884155,74.0296,5.48748,0.5
62,0.790567,26.2858,5.67453,0.5
63,0.801077,40.2057,5.86522,0.5
64,0.828074,49.5446,6.06217,0.5
65,0.863501,71.8515,6.26592,0.5
66,0.774893,33.5437,6.48047,0.5
67,0.684275,140.777,6.70555,0.5
68,0.760197,90.9763,6.9358,0.5
69,0.734299,32.8823,7.17565,0.5
70,0.771463,52.7485,7.42502,0.5
71,0.721199,46.6864,7.68089,0.5
72,0.721966,61.9267,7.94584,0.5
73,0.684946,158.468,8.21962,0.5
74,0.604536,28.8227,8.50285,0.5
75,0.565714,182.676,8.79755,0.5
76,0.606565,62.7618,9.10188,0.5
77,0.622614,52.7139,9.41607,0.5
78,0.639414,122.492,9.74333,0.5
79,0.599455,63.8791,10.0784,0.5
80,0.624392,647.211,10.4241,0.5
81,0.59815,575.308,10.7838,0.5
82,0.544821,58.7058,11.161,0.5
83,0.557314,1080.64,11.5514,0.5
84,0.555088,2623.89,11.9552,0.5
85,0.562405,116.267,12.3753,0.5
86,0.551256,291.835,12.808,0.5
87,0.538612,91.1013,13.2594,0.5
