step,energy,beta,lambda,delta
0,1.53349,987.684,1,0.03
1,1.53336,7389.71,0.99954,0.03
2,1.53116,1242.99,0.999352,0.03
3,1.52917,6922.82,0.999289,0.03
4,1.52674,1322.36,0.999294,0.03
5,1.52497,3802.9,0.999346,0.03
6,1.52281,1841.77,0.999437,0.03
7,1.52092,1400.62,0.999557,0.03
8,1.51904,3089.23,0.999696,0.03
9,1.51597,34610.4,0.999858,0.03
10,1.51404,6720.92,1.00004,0.03
11,1.5133,7204.63,1.00022,0.03
12,1.51188,1726.52,1.00042,0.03
13,1.50995,726817,1.00063,0.03
14,1.50793,4789.58,1.00085,0.03
15,1.50659,3805.17,1.00108,0.03
16,1.50486,2205.91,1.00132,0.03
17,1.50375,3501.8,1.00156,0.03
18,1.50065,1228.34,1.00181,0.03
19,1.49783,1449.59,1.00206,0.03
20,1.49719,3634.34,1.00232,0.03
21,1.49625,8118.95,1.00259,0.03
22,1.49673,25115.9,1.00286,0.03
23,1.49613,3074.08,1.00313,0.03
24,1.495,11195.3,1.00341,0.03
25,1.49422,17887.5,1.0037,0.03
26,1.49287,2921.05,1.00398,0.03
27,1.49203,7683.98,1.00427,0.03
28,1.49022,1312.45,1.00457,0.03
29,1.48771,2675.05,1.00487,0.03
30,1.48631,1673.68,1.00518,0.03
31,1.48493,4284.29,1.00548,0.03
32,1.483,1349.69,1.00579,0.03
33,1.48174,5570.22,1.00611,0.03
34,1.48033,5920.7,1.00642,0.03
35,1.47972,2221.6,1.00674,0.03
36,1.4777,1336.8,1.00706,0.03
37,1.47771,2622.94,1.00738,0.03
38,1.47624,3235.46,1.0077,0.03
39,1.47646,6226.6,1.00803,0.03
40,1.47425,1936.06,1.00835,0.03
41,1.47291,3971.09,1.00868,0.03
42,1.47207,5272.25,1.00901,0.03
43,1.47072,1469.67,1.00934,0.03
44,1.46973,4405.95,1.00967,0.03
45,1.46982,12295.2,1.01,0.03
46,1.46846,20189.4,1.01034,0.03
47,1.46578,977.8,1.01068,0.03
48,1.46493,3652.08,1.01101,0.03
49,1.46454,4612.74,1.01135,0.03
50,1.46296,1396.39,1.01169,0.03
51,1.46177,34610.4,1.01203,0.03
52,1.46082,4428.12,1.01238,0.03
53,1.45893,2426.36,1.01272,0.03
54,1.45864,21978.6,1.01307,0.03
55,1.45799,2546.73,1.01341,0.03
56,1.45615,4578.61,1.01376,0.03
