step,energy,beta,lambda,delta
0,3.69953,6.08005,1,0.9
1,2.17267,2.23287,0.902725,0.9
2,0.35614,1.70427,0.825752,0.9
3,1.5502,23.3499,0.766261,0.9
4,0.567144,1.78429,0.766377,0.9
5,1.44023,3.09542,0.775826,0.9
6,0.933577,2.12714,0.793312,0.9
7,0.343887,2.35467,0.828118,0.9
8,1.52876,4.27952,0.873868,0.9
9,0.783236,1.57714,0.920646,0.9
10,1.66929,14.7669,0.973597,0.9
11,1.75548,8.96023,1.05236,0.9
12,1.23752,3.80851,1.1286,0.9
13,1.40045,6.6404,1.20915,0.9
14,1.59331,7.28441,1.30282,0.9
15,0.895296,7.22054,1.39563,0.9
16,1.22113,7.12383,1.50922,0.9
17,0.492285,6.65178,1.62403,0.9
18,0.869074,1.99255,1.74704,0.9
19,1.43377,4.8583,1.87689,0.9
20,0.559128,2.25196,2.0259,0.9
21,0.230066,4.14098,2.19707,0.9
22,0.676138,13.6748,2.38474,0.9
23,0.732056,8.48762,2.58976,0.9
24,0.46426,3.81594,2.80673,0.9
25,0.319181,2.66789,3.04935,0.9
26,0.63633,9.74107,3.32646,0.9
27,0.344587,3.25346,3.62553,0.9
28,0.839268,37.5375,3.95236,0.9
29,0.140469,3.03102,4.30347,0.9
30,0.631849,4.43591,4.67598,0.9
31,0.224312,3.62786,5.08899,0.9
32,0.68844,21.3742,5.53836,0.9
33,0.447489,3.54404,6.02846,0.9
34,0.105299,3.34503,6.58003,0.9
35,0.499201,8.11666,7.19464,0.9
36,0.173754,11.3334,7.85756,0.9
37,0.255234,11.4925,8.59602,0.9
38,0.352579,22.0983,9.39538,0.9
39,0.314861,9.73331,10.2762,0.9
40,0.658087,6.75535,11.2522,0.9
41,0.101715,3.37482,12.312,0.9
42,0.176874,9.12562,13.4767,0.9
43,0.266905,10.8282,14.7609,0.9
44,0.308126,6.34319,16.1626,0.9
45,0.0706711,7.25388,17.6851,0.9
46,0.182785,19.3602,19.3445,0.9
47,0.260389,38.2191,21.1712,0.9
48,0.206682,118.272,23.1902,0.9
49,0.056406,26.3348,25.4028,0.9
50,0.078516,19.4126,27.8197,0.9
51,0.122602,95.433,30.461,0.9
52,0.174168,72.6538,33.4004,0.9
53,0.214325,55.689,36.6085,0.9
54,0.186678,33.7548,40.1345,0.9
55,0.186474,119.158,43.9782,0.9
56,0.0422173,12.6689,48.2102,0.9
57,0.0618191,122.978,52.8458,0.9
58,0.137823,33.4292,57.9345,0.9
59,0.115774,17.9619,63.5175,0.9
60,0.118172,127.849,69.6671,0.9
61,0.066576,46.4823,76.4171,0.9
62,0.0808735,40.6248,83.8895,0.9
63,0.04352,33.5847,92.0879,0.9
64,0.0461216,98.2523,101.07,0.9
65,0.0460987,8075.75,110.95,0.9
66,0.107029,43.3966,121.862,0.9
67,0.0881023,221.902,133.862,0.9
68,0.0310898,343.486,147.031,0.9
69,0.0183201,99.4613,161.497,0.9
70,0.0292759,56.1756,177.374,0.9
71,0.022789,45.0621,194.838,0.9
72,0.0232601,44.5159,214.078,0.9
73,0.0489063,165.108,235.165,0.9
74,0.0270576,145.041,258.455,0.9
75,0.0336151,111.294,284.085,0.9
76,0.0543461,1293.27,312.328,0.9
77,0.0227871,305.17,343.333,0.9
78,0.0197811,606.195,377.455,0.9
79,0.0206394,267.985,414.998,0.9
80,0.027319,152.955,456.2,0.9
81,0.0238571,114.895,501.612,0.9
82,0.0199127,305.781,551.556,0.9
83,0.0183067,140.303,606.52,0.9
84,0.0424747,797.027,667.095,0.9
85,0.00982475,7571.01,733.73,0.9
