step,energy,beta,lambda,delta
0,2.79067,11.2634,1,0.7
1,2.518,19.2082,0.883122,0.7
2,2.5764,10.6117,0.842042,0.7
3,2.31707,529.644,0.839684,0.7
4,1.54927,4.92745,0.847144,0.7
5,1.88276,146.579,0.868362,0.7
6,1.46585,13.4924,0.907987,0.7
7,1.35445,10.9664,0.963533,0.7
8,1.04456,7.13103,1.03289,0.7
9,1.27751,6.21982,1.11332,0.7
10,1.5116,49.6366,1.20206,0.7
11,1.21078,17.2746,1.30066,0.7
12,1.33932,13.8172,1.42248,0.7
13,0.987152,6.01002,1.56393,0.7
14,0.945843,31.6795,1.71724,0.7
15,1.0505,12.0457,1.88892,0.7
16,0.869572,9.14682,2.08528,0.7
17,0.782928,25.4689,2.30581,0.7
18,0.921724,81.3779,2.54698,0.7
19,0.60326,6.48676,2.82958,0.7
20,0.478617,7.17786,3.15624,0.7
21,0.70055,18.5238,3.50683,0.7
22,0.566031,40.8873,3.91883,0.7
23,0.582819,41.8637,4.38354,0.7
24,0.637102,61.2471,4.88887,0.7
25,0.527639,87.1707,5.46014,0.7
26,0.487906,21.4998,6.10228,0.7
27,0.432215,23.6702,6.81701,0.7
28,0.322849,23.8229,7.64834,0.7
29,0.280466,14.9338,8.58373,0.7
30,0.368319,30.0299,9.61529,0.7
31,0.307831,79.752,10.7949,0.7
32,0.328888,206.393,12.1138,0.7
33,0.300604,36.964,13.5868,0.7
34,0.237696,50.7276,15.2835,0.7
35,0.198269,54.2703,17.2027,0.7
36,0.227793,61.2709,19.3617,0.7
37,0.232903,84.9021,21.7984,0.7
38,0.179693,26.7731,24.5594,0.7
39,0.166512,81.4452,27.6707,0.7
40,0.154629,181.761,31.1252,0.7
41,0.0703411,21.956,35.0971,0.7
42,0.166525,105.874,39.5232,0.7
43,0.118649,72.3823,44.5377,0.7
44,0.12146,87.4609,50.2263,0.7
45,0.0927334,122.134,56.6278,0.7
46,0.117323,165.827,63.8085,0.7
47,0.109341,4083.24,72.0028,0.7
48,0.0778484,153.958,81.2112,0.7
49,0.0771008,113.815,91.6472,0.7
50,0.0776196,206.979,103.406,0.7
51,0.0610027,108.057,116.781,0.7
52,0.0853558,321.504,131.857,0.7
53,0.0597172,165.067,148.798,0.7
54,0.0598583,961.265,167.993,0.7
55,0.0605659,507.632,189.726,0.7
56,0.0607452,3064.11,214.358,0.7
57,0.0545177,208.293,242.181,0.7
58,0.0386448,183.22,273.633,0.7
59,0.0423012,1646.21,309.134,0.7
60,0.0410519,1985.83,349.288,0.7
61,0.0343266,401.281,394.67,0.7
62,0.033865,519.626,446.174,0.7
63,0.0341053,5154.73,504.256,0.7
64,0.036869,1300.93,570.064,0.7
65,0.0259342,753.941,644.642,0.7
66,0.0325623,1570.81,728.75,0.7
67,0.0273075,1063.14,824.529,0.7
68,0.0272408,1698.91,932.07,0.7
69,0.0217876,864.153,1054.1,0.7
70,0.0209179,720.69,1192,0.7
71,0.0208359,851.05,1348.32,0.7
72,0.018713,664.177,1525.02,0.7
73,0.0173054,6842.01,1725.22,0.7
74,0.018671,766.709,1951.49,0.7
75,0.0143681,1401.44,2207.44,0.7
76,0.0122929,643.132,2497.24,0.7
77,0.00970078,610.108,2825.56,0.7
