step,energy,beta,lambda,delta
0,2.49,90.4532,1,0.15
1,2.46925,195.027,0.997126,0.15
2,2.43403,228.144,0.995811,0.15
3,2.41733,73.7831,0.995464,0.15
4,2.4089,754.987,0.995638,0.15
5,2.40733,119.008,0.996164,0.15
6,2.39668,65.8335,0.996925,0.15
7,2.39912,166.921,0.997879,0.15
8,2.38817,135.93,0.998993,0.15
9,2.37826,94.3665,1.00026,0.15
10,2.36763,142.599,1.00162,0.15
11,2.36332,175.781,1.00306,0.15
12,2.37078,160.93,1.00461,0.15
13,2.36325,82.3852,1.00622,0.15
14,2.36433,158.897,1.00788,0.15
15,2.35522,420.087,1.00963,0.15
16,2.33667,80.2288,1.0114,0.15
17,2.32645,60.305,1.01323,0.15
18,2.34468,533.875,1.01508,0.15
19,2.34485,105.291,1.01695,0.15
20,2.34083,155.486,1.01886,0.15
21,2.31317,121.126,1.02084,0.15
22,2.31574,497.039,1.02283,0.15
23,2.30787,168.257,1.02487,0.15
24,2.32144,128.157,1.02695,0.15
25,2.29441,50.3524,1.02905,0.15
26,2.28529,173.894,1.03118,0.15
27,2.2702,60.0044,1.03334,0.15
28,2.28983,151.38,1.03554,0.15
29,2.27615,107.003,1.03776,0.15
30,2.30244,956.775,1.04,0.15
31,2.3013,142.196,1.04228,0.15
32,2.28317,119.432,1.0446,0.15
33,2.24919,42.1362,1.04692,0.15
34,2.2426,84.8117,1.04929,0.15
35,2.25131,1288.69,1.05167,0.15
36,2.25215,133.921,1.05408,0.15
37,2.27267,144.015,1.05651,0.15
38,2.26621,445.926,1.05896,0.15
39,2.27981,224.424,1.06141,0.15
40,2.25661,179.531,1.06388,0.15
41,2.23934,160.9,1.06636,0.15
42,2.25536,97.714,1.06886,0.15
43,2.26068,130.341,1.07137,0.15
44,2.2603,4326.29,1.0739,0.15
45,2.25291,117.872,1.07645,0.15
46,2.24652,98.5964,1.07902,0.15
47,2.2362,77.9378,1.08161,0.15
48,2.27502,283.215,1.08421,0.15
49,2.29323,698.297,1.08683,0.15
50,2.27028,90.4591,1.08948,0.15
51,2.30016,412.059,1.09215,0.15
52,2.27505,120.17,1.09483,0.15
53,2.25496,112.422,1.09752,0.15
54,2.23801,257.024,1.10023,0.15
55,2.24692,139.948,1.10295,0.15
56,2.24435,216.126,1.10568,0.15
57,2.22834,970.384,1.10842,0.15
58,2.21666,61.2816,1.11118,0.15
59,2.21714,109.834,1.11396,0.15
60,2.19853,55.3815,1.11674,0.15
61,2.19303,68.3095,1.11953,0.15
62,2.18885,109.025,1.12233,0.15
63,2.19773,470.439,1.12514,0.15
64,2.19336,145.543,1.12796,0.15
65,2.19261,84.5827,1.13079,0.15
66,2.18927,147.214,1.13363,0.15
67,2.14322,35.5569,1.13649,0.15
68,2.13012,68.7803,1.13937,0.15
69,2.15505,164.11,1.14227,0.15
70,2.15808,154.164,1.14517,0.15
71,2.16951,5047.34,1.1481,0.15
72,2.12823,48.7788,1.15103,0.15
73,2.14388,276.02,1.15397,0.15
74,2.1419,185.56,1.15692,0.15
75,2.14124,104.281,1.15988,0.15
76,2.17163,328.423,1.16286,0.15
77,2.17022,72.5577,1.16586,0.15
78,2.18035,240.476,1.16886,0.15
79,2.18301,105.909,1.17188,0.15
80,2.19089,101.811,1.1749,0.15
81,2.19667,1041.29,1.17792,0.15
82,2.18859,84.399,1.18097,0.15
83,2.18098,103.749,1.18402,0.15
84,2.20071,202.472,1.18709,0.15
85,2.20696,1416.8,1.19017,0.15
86,2.21036,629.903,1.19326,0.15
87,2.21203,258.681,1.19637,0.15
88,2.16664,41.8146,1.19948,0.15
89,2.15764,181704,1.2026,0.15
90,2.13394,53.9809,1.20574,0.15
91,2.15433,231.942,1.20889,0.15
92,2.1608,93.7123,1.21205,0.15
93,2.17111,322.357,1.21522,0.15
94,2.17472,107.548,1.2184,0.15
95,2.16547,67.9409,1.2216,0.15
96,2.17939,173.09,1.22481,0.15
97,2.18976,700.99,1.22803,0.15
98,2.17379,110.952,1.23126,0.15
99,2.19401,141.115,1.23451,0.15
100,2.15378,60.1733,1.23776,0.15
101,2.15772,74.4698,1.24102,0.15
102,2.17236,80.3567,1.2443,0.15
103,2.20952,200.951,1.24759,0.15
104,2.2244,155.572,1.25089,0.15
105,2.19488,113.919,1.2542,0.15
106,2.19408,103.159,1.25752,0.15
107,2.15707,74.7522,1.26085,0.15
108,2.14692,74.9205,1.26419,0.15
109,2.14547,118.536,1.26754,0.15
110,2.12214,71.9414,1.27091,0.15
111,2.10453,93.785,1.27429,0.15
112,2.09215,208.253,1.27767,0.15
113,2.08692,81.4805,1.28107,0.15
114,2.08837,79.0998,1.28448,0.15
115,2.1129,331.398,1.2879,0.15
116,2.09649,180.807,1.29134,0.15
117,2.07909,92.3853,1.29478,0.15
118,2.1025,270.238,1.29823,0.15
119,2.12517,132.434,1.30169,0.15
120,2.11434,496.425,1.30516,0.15
121,2.09577,78.907,1.30864,0.15
122,2.104,57.6866,1.31213,0.15
123,2.12414,114.065,1.31564,0.15
124,2.11502,56.4776,1.31916,0.15
125,2.133,245.755,1.3227,0.15
126,2.14375,164.297,1.32624,0.15
127,2.19495,2895.69,1.32979,0.15
128,2.21435,843.813,1.33335,0.15
129,2.19748,47.1262,1.33691,0.15
130,2.18817,162.789,1.34049,0.15
131,2.19873,140.971,1.34408,0.15
132,2.18643,93.7935,1.34768,0.15
133,2.15091,60.4788,1.35129,0.15
134,2.12984,48.4139,1.35491,0.15
135,2.14714,108.514,1.35853,0.15
136,2.16126,1258.03,1.36217,0.15
137,2.1545,105.374,1.36582,0.15
138,2.16126,619.173,1.36948,0.15
139,2.16603,282.664,1.37315,0.15
140,2.18104,1694.4,1.37683,0.15
141,2.16822,64.0626,1.38052,0.15
142,2.18476,235.235,1.38421,0.15
143,2.21304,2693.78,1.38792,0.15
144,2.15543,43.2616,1.39165,0.15
145,2.16915,248.047,1.39538,0.15
146,2.20133,167.837,1.39912,0.15
147,2.20435,160.692,1.40287,0.15
148,2.20491,73.4165,1.40663,0.15
149,2.19627,555.814,1.4104,0.15
150,2.16625,49.1505,1.41418,0.15
151,2.18486,193.563,1.41797,0.15
152,2.19283,122.272,1.42178,0.15
153,2.20001,670.748,1.4256,0.15
154,2.20313,237.258,1.42942,0.15
155,2.21419,369.443,1.43326,0.15
156,2.21197,243.368,1.4371,0.15
157,2.20345,111.64,1.44096,0.15
158,2.18016,90.304,1.44483,0.15
159,2.18913,479.256,1.4487,0.15
160,2.17236,67.5736,1.45259,0.15
161,2.16911,1113.42,1.45649,0.15
162,2.18773,510.514,1.4604,0.15
163,2.19266,191.632,1.46433,0.15
164,2.21598,1055.58,1.46827,0.15
165,2.22564,325.671,1.47222,0.15
166,2.20945,101.836,1.47618,0.15
167,2.20638,122.347,1.48015,0.15
168,2.19212,155.948,1.48413,0.15
169,2.2,246.404,1.48813,0.15
170,2.16881,70.701,1.49214,0.15
171,2.16555,382.309,1.49616,0.15
172,2.18492,275.529,1.5002,0.15
173,2.18673,129.361,1.50424,0.15
174,2.15424,56.4142,1.5083,0.15
175,2.15785,129.732,1.51237,0.15
176,2.1748,149.705,1.51645,0.15
177,2.17745,116.705,1.52055,0.15
178,2.17902,526.541,1.52466,0.15
179,2.15873,908.48,1.52878,0.15
180,2.18497,326.063,1.53291,0.15
181,2.15042,75.945,1.53705,0.15
182,2.17281,336.777,1.54122,0.15
183,2.18048,311.566,1.54539,0.15
184,2.18481,143.583,1.54957,0.15
185,2.17752,208.611,1.55377,0.15
186,2.16109,213.763,1.55798,0.15
187,2.14631,990.267,1.56219,0.15
188,2.13118,212.966,1.56642,0.15
189,2.1193,100.457,1.57065,0.15
190,2.12994,131.504,1.5749,0.15
191,2.14646,489.442,1.57916,0.15
192,2.15048,191.828,1.58343,0.15
193,2.11927,56.1087,1.58772,0.15
194,2.11977,126.921,1.59202,0.15
195,2.1448,220.831,1.59633,0.15
196,2.16104,297.354,1.60065,0.15
