step,energy,beta,lambda,delta
0,3.20971,59.4494,1,0.9
1,1.56757,3.0078,0.7939,0.9
2,0.180334,18.6343,0.691742,0.9
3,0.665068,43.8359,0.664589,0.9
4,0.366331,10.7748,0.668482,0.9
5,0.318756,17.8294,0.694605,0.9
6,0.231539,11.6967,0.726972,0.9
7,0.325441,52.5233,0.797499,0.9
8,0.58341,29.4842,0.881433,0.9
9,0.223158,17.6348,0.979774,0.9
10,0.218904,26.9723,1.10686,0.9
11,0.0876617,7.68932,1.27837,0.9
12,0.162289,37.5228,1.48971,0.9
13,0.240988,19.5331,1.74144,0.9
14,0.0677757,22.3432,2.05088,0.9
15,0.0677128,7.23146,2.43199,0.9
16,0.106201,21.9305,2.90722,0.9
17,0.234987,45.5487,3.45457,0.9
18,0.0720882,24.8272,4.19015,0.9
19,0.0730515,54.5917,5.08233,0.9
20,0.157995,60.4901,6.12183,0.9
21,0.116261,76.7396,7.42378,0.9
22,0.0543671,38.4943,9.06229,0.9
23,0.0399418,44.2805,11.1049,0.9
24,0.0358562,51.1098,13.7031,0.9
25,0.0449009,578.703,16.9185,0.9
26,0.0705185,503.906,20.8621,0.9
27,0.0443802,96.1902,25.8299,0.9
28,0.0282745,93.8185,31.9716,0.9
29,0.0445232,165.553,39.6044,0.9
30,0.03022,293.683,49.1711,0.9
31,0.0328503,99.1345,61.1103,0.9
32,0.0136051,233.549,76.2297,0.9
33,0.00956726,153.565,95.1572,0.9
