step,energy,beta,lambda,delta
0,3.57073,7.30792,1,0.5
1,3.85146,53.2358,0.963829,0.5
2,3.30662,91.7926,0.952996,0.5
3,3.22705,92.5425,0.95191,0.5
4,2.80606,3.98607,0.957454,0.5
5,2.86624,2250.21,0.969664,0.5
6,2.88845,32.7505,0.982857,0.5
7,2.23649,5.16622,0.999653,0.5
8,1.70924,4.17825,1.01868,0.5
9,1.73067,8.50922,1.03904,0.5
10,1.88285,4.70434,1.06071,0.5
11,1.50785,6.84453,1.08462,0.5
12,1.37183,4.01603,1.11016,0.5
13,2.20164,27.6374,1.13587,0.5
14,2.23403,9.4902,1.16403,0.5
15,2.40872,80.2261,1.19329,0.5
16,2.64579,66.8032,1.22384,0.5
17,2.24773,9.42969,1.25647,0.5
18,2.44194,88.5391,1.2903,0.5
19,1.82241,4.55782,1.32663,0.5
20,1.89027,4.99683,1.36523,0.5
21,1.36831,2.62674,1.40601,0.5
22,1.44211,22.4674,1.44821,0.5
23,0.928885,3.0639,1.49205,0.5
24,1.06795,13.5554,1.53786,0.5
25,1.60292,14.2231,1.5852,0.5
26,1.64911,12.4299,1.63406,0.5
27,1.85766,9.77219,1.68555,0.5
28,2.24016,35.0651,1.7387,0.5
29,1.98901,9.20791,1.79405,0.5
30,1.69904,6.69582,1.8512,0.5
31,1.56623,5.81411,1.91033,0.5
32,1.29698,9.19362,1.97174,0.5
33,1.19807,34.9515,2.03483,0.5
34,1.46676,8.03625,2.10052,0.5
35,1.51822,5.86161,2.16808,0.5
36,0.966742,4.41708,2.2384,0.5
37,1.46565,17.0896,2.3114,0.5
38,1.71525,51.5603,2.38686,0.5
39,1.26326,3.90451,2.46505,0.5
40,1.54042,17.2463,2.54647,0.5
41,1.08224,5.08739,2.63118,0.5
42,1.10331,9.49476,2.71915,0.5
43,0.850599,6.0598,2.80994,0.5
44,1.71233,21.2191,2.90472,0.5
45,0.90984,3.79962,3.00251,0.5
46,0.788509,5.61077,3.1037,0.5
47,0.892866,11.962,3.20772,0.5
48,0.768709,31.6031,3.31553,0.5
49,0.867092,4.62298,3.42764,0.5
50,1.0163,6.1946,3.54259,0.5
51,1.05818,8.72771,3.66281,0.5
52,0.736361,5.3215,3.78735,0.5
53,1.26407,20.0294,3.91576,0.5
54,1.36194,6.15536,4.04902,0.5
55,1.59017,176.409,4.18648,0.5
56,1.31427,7.82877,4.32921,0.5
57,1.3695,7.31439,4.47803,0.5
58,1.30092,36.4297,4.63199,0.5
59,1.14326,5.99687,4.79156,0.5
60,0.893436,6.41403,4.95694,0.5
61,0.836145,7.4718,5.12872,0.5
62,1.1436,23.0074,5.30593,0.5
63,0.982935,24.7557,5.48985,0.5
64,0.956528,10.6026,5.67981,0.5
65,1.04109,8.80232,5.87662,0.5
66,1.03058,7.51264,6.08024,0.5
67,0.997854,24.7977,6.29115,0.5
68,0.732119,19.5038,6.51016,0.5
69,0.80319,28.745,6.73716,0.5
70,0.760246,6.45565,6.97247,0.5
71,0.816589,10.0214,7.21589,0.5
72,0.636925,7.47565,7.46742,0.5
73,0.780272,18.4707,7.72906,0.5
74,0.735592,45.5257,8.00025,0.5
75,0.77684,18.9764,8.28164,0.5
76,0.589081,34.1009,8.57261,0.5
77,0.525005,11.8988,8.87374,0.5
78,0.389143,10.9939,9.18632,0.5
79,0.356575,104.901,9.50936,0.5
80,0.374165,7.82864,9.84418,0.5
81,0.123138,4.86129,10.1915,0.5
82,0.443203,53.7003,10.55,0.5
83,0.396255,10.9413,10.9212,0.5
84,0.470026,52.9604,11.3059,0.5
85,0.520075,59.9168,11.7055,0.5
86,0.331385,7.5717,12.1206,0.5
87,0.436941,81.4214,12.5508,0.5
88,0.336941,80.6947,12.9966,0.5
89,0.248432,18.8657,13.4566,0.5
90,0.547689,26.4166,13.9332,0.5
91,0.637201,12.3253,14.4288,0.5
92,0.592403,11.4357,14.9437,0.5
93,0.580883,40.2223,15.4756,0.5
94,0.634123,32.8168,16.0288,0.5
