step,energy,beta,lambda,delta
0,0.352301,1.85921,1,0.9
1,0.418791,23.4823,0.7939,0.9
2,0.46467,227.111,0.791349,0.9
3,0.41115,22.3971,0.922943,0.9
4,0.23163,11.9199,1.09476,0.9
5,0.0890312,13.0543,1.27155,0.9
6,0.333622,10.7709,1.55125,0.9
7,0.208025,13.0583,1.8078,0.9
8,0.286493,18.5578,2.12167,0.9
9,0.285774,31.7242,2.50042,0.9
10,0.174784,20.6336,3.03346,0.9
11,0.174629,31.7195,3.70156,0.9
12,0.0285301,20.7513,4.56656,0.9
13,0.0864334,14.333,5.64934,0.9
14,0.0372849,35.0646,7.01741,0.9
15,0.020998,20.7748,8.71377,0.9
16,0.0995598,63.4997,10.8706,0.9
17,0.0868816,1065.72,13.3899,0.9
18,0.0478306,75.4665,16.6147,0.9
19,0.0204601,269.091,20.6565,0.9
20,0.0203552,45.1925,25.695,0.9
21,0.0183296,117.035,32.0098,0.9
22,0.0500908,364.031,39.8347,0.9
23,0.0409145,118.507,49.4692,0.9
24,0.027853,339.699,61.6364,0.9
25,0.0158138,259.051,77.1271,0.9
26,0.0278053,383.746,96.7069,0.9
27,0.0170307,316.414,121.077,0.9
28,0.00598717,302.403,152.072,0.9
