step,energy,beta,lambda,delta
0,2.49068,374.77,1,0.15
1,2.45761,170.097,0.997126,0.15
2,2.43712,214.588,0.995956,0.15
3,2.43278,680.15,0.995661,0.15
4,2.40913,93.5755,0.995872,0.15
5,2.39351,125.224,0.996363,0.15
6,2.38122,128.015,0.997017,0.15
7,2.36595,160.599,0.99796,0.15
8,2.34993,112.286,0.999039,0.15
9,2.33665,138.879,1.0002,0.15
10,2.31537,90.3137,1.00148,0.15
11,2.32667,190,1.00285,0.15
12,2.2925,49.5551,1.00428,0.15
13,2.28644,109.094,1.00581,0.15
14,2.28237,105.521,1.00742,0.15
15,2.2574,62.2349,1.00911,0.15
16,2.2768,555.882,1.01086,0.15
17,2.27594,86.2901,1.01268,0.15
18,2.28243,301.277,1.01453,0.15
19,2.28724,233.123,1.01643,0.15
20,2.25462,99.7412,1.01837,0.15
21,2.29019,343.897,1.02034,0.15
22,2.27501,74.2879,1.02234,0.15
23,2.27302,92.8647,1.0244,0.15
24,2.25902,124.252,1.02649,0.15
25,2.27346,127.878,1.02862,0.15
26,2.26278,558.661,1.03079,0.15
27,2.26078,138.752,1.03298,0.15
28,2.25021,139.547,1.03519,0.15
29,2.24641,125.465,1.03742,0.15
30,2.24453,502.913,1.03969,0.15
31,2.26692,137.129,1.04196,0.15
32,2.26353,132.106,1.04427,0.15
33,2.27168,139.806,1.04659,0.15
34,2.25383,166.939,1.04895,0.15
35,2.22724,74.6894,1.05132,0.15
36,2.23575,157.229,1.05372,0.15
37,2.22414,161.847,1.05614,0.15
38,2.22891,205.189,1.05857,0.15
39,2.25064,338.17,1.06103,0.15
40,2.25266,114.084,1.06352,0.15
41,2.26029,453.585,1.06602,0.15
42,2.28697,514.193,1.06853,0.15
43,2.2866,128.391,1.07106,0.15
44,2.25689,93.712,1.07362,0.15
45,2.25452,522.788,1.07618,0.15
46,2.2311,172.53,1.07876,0.15
47,2.23732,193.31,1.08136,0.15
48,2.21596,472.713,1.08397,0.15
49,2.22551,572.51,1.0866,0.15
50,2.22193,123.615,1.08924,0.15
51,2.24852,227.171,1.09191,0.15
52,2.2622,694.598,1.09458,0.15
53,2.2666,385.243,1.09726,0.15
54,2.26105,153.154,1.09995,0.15
55,2.25461,121.812,1.10267,0.15
56,2.24897,671.854,1.10539,0.15
57,2.25822,1790.35,1.10813,0.15
58,2.25796,234.625,1.11089,0.15
59,2.25693,180.166,1.11366,0.15
60,2.24431,159.902,1.11644,0.15
61,2.22599,73.2035,1.11924,0.15
62,2.20374,84.9896,1.12205,0.15
63,2.21114,63.0182,1.12487,0.15
64,2.22073,455.996,1.1277,0.15
65,2.20035,56.132,1.13055,0.15
66,2.21021,305.396,1.13341,0.15
67,2.17365,49.3212,1.13628,0.15
68,2.1785,203.491,1.13917,0.15
69,2.19241,896.569,1.14207,0.15
70,2.18456,61.6584,1.14499,0.15
71,2.16558,141.887,1.14792,0.15
72,2.17286,102.192,1.15086,0.15
73,2.18356,63.5168,1.15382,0.15
74,2.17611,75.8206,1.15679,0.15
75,2.18194,100.623,1.15977,0.15
76,2.16148,237.221,1.16276,0.15
77,2.14978,140.537,1.16576,0.15
78,2.13641,112.27,1.16877,0.15
79,2.14337,7268.18,1.1718,0.15
80,2.18997,667.077,1.17483,0.15
81,2.20387,231.086,1.17786,0.15
82,2.2044,157.253,1.18089,0.15
83,2.19985,111.532,1.18393,0.15
84,2.20557,164.024,1.18699,0.15
85,2.21611,272.728,1.19005,0.15
86,2.2306,149.637,1.19313,0.15
87,2.21713,98.6328,1.19622,0.15
88,2.22643,5464.8,1.19933,0.15
89,2.24113,791.399,1.20245,0.15
90,2.24048,110.582,1.20558,0.15
91,2.24942,199.296,1.20872,0.15
92,2.24011,128.642,1.21187,0.15
93,2.22502,103.394,1.21505,0.15
94,2.22567,270.043,1.21824,0.15
95,2.21424,135.167,1.22144,0.15
96,2.16954,45.7852,1.22465,0.15
97,2.20604,114.113,1.22787,0.15
98,2.20411,88.7202,1.23109,0.15
99,2.2282,238.181,1.23433,0.15
100,2.23158,81.7214,1.23757,0.15
101,2.20329,80.4776,1.24083,0.15
102,2.20793,3173.87,1.24409,0.15
103,2.1922,60.4267,1.24736,0.15
104,2.17756,53.2619,1.25065,0.15
105,2.19076,1486.33,1.25395,0.15
106,2.20999,76.1844,1.25726,0.15
107,2.18819,172.899,1.26058,0.15
108,2.18975,144.511,1.26391,0.15
109,2.22196,272.998,1.26724,0.15
110,2.2108,92.2526,1.27059,0.15
111,2.19979,122.099,1.27394,0.15
112,2.20921,286.791,1.27731,0.15
113,2.21773,224.656,1.28068,0.15
114,2.21692,90.3143,1.28407,0.15
115,2.22678,1384.44,1.28747,0.15
116,2.233,305.398,1.29088,0.15
117,2.25403,147.946,1.2943,0.15
118,2.24738,429.405,1.29774,0.15
119,2.21719,99.0709,1.30119,0.15
120,2.22719,231.356,1.30464,0.15
121,2.25087,1010.99,1.30811,0.15
122,2.25532,192.55,1.31159,0.15
123,2.22648,73.1154,1.31509,0.15
124,2.21196,224.358,1.31859,0.15
125,2.19254,54.6874,1.32211,0.15
126,2.1991,217.149,1.32564,0.15
127,2.21292,138.187,1.32918,0.15
128,2.23027,169.158,1.33273,0.15
