step,energy,beta,lambda,delta
0,3.89635,6.00693,1,0.9
1,3.14064,4.70037,0.902725,0.9
2,2.63283,38.2656,0.872881,0.9
3,2.83551,5.61627,0.908703,0.9
4,3.16286,4.42434,0.934322,0.9
5,2.79813,7.83774,0.984762,0.9
6,1.70545,2.72655,1.00898,0.9
7,1.03601,2.66479,1.03784,0.9
8,1.86824,23.7527,1.07157,0.9
9,1.71731,4.84215,1.11181,0.9
10,1.72595,22.7921,1.17516,0.9
11,1.24109,6.22971,1.24709,0.9
12,0.633539,2.84187,1.32097,0.9
13,0.915094,11.9601,1.3992,0.9
14,0.646238,4.65175,1.49133,0.9
15,0.370337,4.8368,1.5894,0.9
16,0.967381,7.56171,1.69371,0.9
17,1.10716,7.42072,1.80922,0.9
18,0.53079,1.79244,1.94003,0.9
19,0.608877,3.93757,2.07556,0.9
20,0.144829,2.75423,2.23023,0.9
21,0.769735,15.0498,2.40397,0.9
22,0.355854,5.1535,2.58886,0.9
23,0.265844,9.40849,2.78673,0.9
24,0.340855,2.59483,3.00056,0.9
25,0.538263,13.5628,3.23471,0.9
26,0.400766,3.20208,3.4908,0.9
27,0.458561,4.01939,3.7636,0.9
28,0.574076,3.4034,4.06527,0.9
29,1.01241,29.3774,4.41224,0.9
30,0.91667,13.0472,4.78709,0.9
31,0.707567,3.01989,5.1934,0.9
32,0.69261,5.49625,5.62079,0.9
33,0.713421,12.1706,6.09018,0.9
34,0.343737,4.02882,6.606,0.9
35,0.466944,27.9062,7.1577,0.9
36,0.463015,7.44839,7.75733,0.9
37,0.591179,21.5295,8.40877,0.9
38,0.326429,61.2088,9.14215,0.9
39,0.126204,11.1573,9.93653,0.9
40,0.343761,10.2644,10.8057,0.9
41,0.277309,88.2002,11.7499,0.9
42,0.183878,3.75474,12.7751,0.9
43,0.258398,45.3306,13.908,0.9
44,0.257402,25.3345,15.1408,0.9
45,0.252821,1427.93,16.4897,0.9
46,0.235264,39.9042,17.9565,0.9
47,0.148693,11.4527,19.55,0.9
48,0.0685883,29.6791,21.3091,0.9
49,0.112522,9.90367,23.2146,0.9
50,0.188736,28.9403,25.317,0.9
51,0.146418,30.6573,27.5992,0.9
52,0.0842896,25.1,30.0956,0.9
53,0.20368,121.982,32.8182,0.9
54,0.136761,8.50964,35.7997,0.9
55,0.133812,31.158,39.0822,0.9
56,0.0962372,75.4077,42.675,0.9
57,0.0656624,24.997,46.606,0.9
58,0.0651665,44.7511,50.8962,0.9
59,0.105585,47.6495,55.6013,0.9
60,0.0428371,31.9716,60.7455,0.9
61,0.0788288,48.4097,66.3759,0.9
62,0.0485249,103.39,72.5341,0.9
63,0.0202389,18.2379,79.2938,0.9
64,0.0637321,228.299,86.6973,0.9
65,0.0452576,1010.87,94.7993,0.9
66,0.0455589,37.4168,103.708,0.9
67,0.0511112,88.5611,113.456,0.9
68,0.0511837,40.8346,124.106,0.9
69,0.0833149,79.2626,135.805,0.9
70,0.02565,31.9186,148.637,0.9
71,0.0326328,1293.27,162.675,0.9
72,0.0186501,30.408,178.075,0.9
73,0.0760517,191.684,194.974,0.9
74,0.0375614,40.0948,213.541,0.9
75,0.0340652,75.1325,233.892,0.9
76,0.0376244,5684.45,256.2,0.9
77,0.0333576,122.646,280.699,0.9
78,0.0384045,330.758,307.559,0.9
79,0.0293446,146.065,337.044,0.9
80,0.00828362,333.616,369.387,0.9
