step,energy,beta,lambda,delta
0,0.124863,2.00965,1,0.9
1,0.351067,44.6558,0.7939,0.9
2,0.242537,7.98327,0.833289,0.9
3,0.144497,10.5447,0.93789,0.9
4,0.149359,26.4831,1.05967,0.9
5,0.303999,21.0134,1.18476,0.9
6,0.15695,7.90265,1.4256,0.9
7,0.338491,112.581,1.64101,0.9
8,0.495922,164.252,1.89567,0.9
9,0.222946,10.7986,2.28742,0.9
10,0.185699,12.625,2.79911,0.9
11,0.146626,24.3879,3.38523,0.9
12,0.129564,17.5133,4.14935,0.9
13,0.0366993,21.2073,5.13567,0.9
14,0.0377369,51.7653,6.36698,0.9
15,0.0166779,16.9124,7.94114,0.9
16,0.0571861,39.6936,9.82191,0.9
17,0.0429974,216.669,12.2502,0.9
18,0.0757408,38.5129,15.1024,0.9
19,0.090414,189.141,18.5873,0.9
20,0.0399704,150.515,23.2006,0.9
21,0.0239029,74.3084,29.0605,0.9
22,0.0129509,167.914,36.4344,0.9
23,0.0211182,70.2087,45.5453,0.9
24,0.0184574,904.202,57.0137,0.9
25,0.0198174,159.478,71.3889,0.9
26,0.0127277,547.648,89.6048,0.9
27,0.011591,642.24,112.495,0.9
28,0.00718689,1381.54,141.325,0.9
