step,energy,beta,lambda,delta
0,2.35764,272.455,1,0.25
1,2.30462,219.958,0.977783,0.25
2,2.25044,172.964,0.968903,0.25
3,2.211,853.091,0.967469,0.25
4,2.17814,349.486,0.970996,0.25
5,2.17101,1005.47,0.977437,0.25
6,2.16846,381.424,0.98507,0.25
7,2.13552,364.411,0.994992,0.25
8,2.08705,96.3869,1.00613,0.25
9,2.04644,93.4534,1.01833,0.25
10,2.04162,252.222,1.03184,0.25
11,1.95463,63.273,1.04624,0.25
12,1.97294,250.648,1.06105,0.25
13,1.96701,165.972,1.07641,0.25
14,1.94982,237.473,1.09239,0.25
15,1.95065,263.851,1.10906,0.25
16,1.97594,982.323,1.12582,0.25
17,1.94682,101.28,1.14347,0.25
18,1.94223,222.347,1.16135,0.25
19,1.91773,108.529,1.17987,0.25
20,1.90998,196.339,1.19869,0.25
21,1.90708,218.795,1.21841,0.25
22,1.8926,197.521,1.23791,0.25
23,1.89176,135.95,1.25764,0.25
24,1.85974,91.2279,1.27795,0.25
25,1.84997,176.738,1.29905,0.25
26,1.84344,118.968,1.32063,0.25
27,1.79873,1087.4,1.34282,0.25
28,1.77809,1021.95,1.36534,0.25
29,1.74137,330.434,1.38845,0.25
30,1.745,2229.5,1.41189,0.25
31,1.72267,101.78,1.43577,0.25
32,1.68964,93.1564,1.45992,0.25
33,1.68617,279.98,1.48439,0.25
34,1.65596,108.848,1.50937,0.25
35,1.59836,106.765,1.53457,0.25
36,1.547,56.5358,1.56056,0.25
37,1.55633,963.666,1.58741,0.25
38,1.51064,127.509,1.61455,0.25
39,1.50653,785.592,1.64275,0.25
40,1.44473,57.6912,1.67107,0.25
41,1.4314,190.3,1.70018,0.25
42,1.38009,62.257,1.72976,0.25
43,1.29385,34.6094,1.76033,0.25
44,1.3399,272.203,1.79114,0.25
45,1.34468,140.626,1.82251,0.25
46,1.31085,67.3351,1.85485,0.25
47,1.31136,106.325,1.88782,0.25
48,1.3191,163.961,1.92146,0.25
49,1.31987,100.904,1.95574,0.25
50,1.31962,225.962,1.99051,0.25
51,1.32573,153.395,2.02551,0.25
52,1.32504,114.732,2.06129,0.25
53,1.33097,120.504,2.09798,0.25
54,1.32235,118.887,2.13552,0.25
